column_id,column_description
HRS2014Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 18747 000003-959738. Household Identification Number
HRS2014Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 10202 010. Person Identifier 714 011. Person Identifier 34 012. Person Identifier 6106 020. Person Identifier 208 021. Person Identifier 16 022. Person Identifier 1 023. Person Identifier 511 030. Person Identifier 45 031. Person Identifier 7 032. Person Identifier 2 033. Person Identifier 836 040. Person Identifier 57 041. Person Identifier 7 042. Person Identifier 1 043. Person Identifier
HRS2014Q3,2014 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17037 0. Original sample household - no split from divorce or separation of spouses or partners 850 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 669 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 64 5. Split household - one half of couple from Q3 1 or 2 8 6. Split household - one half of couple from Q3 1 or 2 118 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q4,2012 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17309 0. Original sample household - no split from divorce or separation of spouses or partners 707 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 578 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 57 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 88 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q5,2014 SPOUSE/PARTNER PERSON NUMBER ... 5159 010. Person Identifier 525 011. Person Identifier 24 012. Person Identifier 4656 020. Person Identifier 174 021. Person Identifier 11 022. Person Identifier 1 023. Person Identifier 323 030. Person Identifier 27 031. Person Identifier 4 032. Person Identifier 2 033. Person Identifier 558 040. Person Identifier 40 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier 31 811. Spouse of Non-Original Respondent 2 812. Spouse of Non-Original Respondent 2 820. Spouse of Non-Original Respondent 9 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 3 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 4 841. Spouse of Non-Original Respondent 1 842. Spouse of Non-Original Respondent 7184 Blank. Single Respondent Household
HRS2014Q6,2014 WHETHER COVERSHEET RESPONDENT ... 13238 1. Yes 32 3. 2nd Coverscreen R\, answers not retained 5477 5. No
HRS2014Q7,2014 WHETHER FAMILY RESPONDENT ... 13073 1. Family R 23 3. 2nd Family R\, answers not retained 5651 5. Non-Family R
HRS2014Q8,2014 WHETHER FINANCIAL RESPONDENT ... 13098 1. Financial R 24 3. 2nd Financial R\, answers not retained 5625 5. Non-Financial R
HRS2014Q9,Ref: SecJ.Q9_3Wave * ... 18747 2. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q10,Ref: SecJ.Q10_4Wave * ... 18747 3. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q298,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 8 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18738 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q299,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 8 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18739 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q300,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W776_Year * ... 256 2012. Actual Value 18491 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q301,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 139 1. YES 115 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18491 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q302,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 42 1. JAN 12 2. FEB 4 3. MAR 1 4. APR 8 5. MAY 16 6. JUN 6 7. JUL 2 8. AUG 5 9. SEP 9 10. OCT 11 11. NOV 9 12. DEC 14 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18608 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q303,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 3 1. JAN 36 2. FEB 11 3. MAR 4 4. APR 2 5. MAY 6 6. JUN 14 7. JUL 9 8. AUG 4 9. SEP 6 10. OCT 8 11. NOV 15 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18629 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q304,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 4 1. JAN 4 2. FEB 32 3. MAR 4 4. APR 2 5. MAY 3 6. JUN 6 7. JUL 9 8. AUG 4 9. SEP 4 10. OCT 9 11. NOV 6 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18660 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q305,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2 2. FEB 2 3. MAR 25 4. APR 2 5. MAY 2 6. JUN 3 7. JUL 4 8. AUG 2 9. SEP 3 10. OCT 8 11. NOV 9 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18685 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q306,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 2 3. MAR 2 4. APR 21 5. MAY 2 6. JUN 2 7. JUL 4 8. AUG 3 9. SEP 2 10. OCT 3 11. NOV 10 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18696 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q307,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 1 4. APR 1 5. MAY 18 6. JUN 2 7. JUL 2 8. AUG 3 9. SEP 3 10. OCT 2 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18712 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q308,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 1 6. JUN 17 7. JUL 3 8. AUG 2 9. SEP 2 10. OCT 3 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18717 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q309,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 15 8. AUG 2 9. SEP 3 10. OCT 2 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18723 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q310,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 13 9. SEP 2 10. OCT 3 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18727 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q311,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 13 10. OCT 2 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18729 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q312,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 12 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18733 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q313,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 11 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18736 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q314,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W776_Year * ... 234 2011. Actual Value 18513 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q315,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 105 1. YES 122 5. NO 7 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18513 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q316,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 37 1. JAN 6 2. FEB 4 3. MAR 4. APR 7 5. MAY 12 6. JUN 6 7. JUL 1 8. AUG 4 9. SEP 2 10. OCT 10 11. NOV 4 12. DEC 12 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18642 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q317,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 3 1. JAN 32 2. FEB 4 3. MAR 3 4. APR 1 5. MAY 6 6. JUN 10 7. JUL 7 8. AUG 2 9. SEP 5 10. OCT 2 11. NOV 13 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18659 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q318,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 6 1. JAN 3 2. FEB 27 3. MAR 2 4. APR 2 5. MAY 1 6. JUN 6 7. JUL 7 8. AUG 3 9. SEP 3 10. OCT 7 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18677 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q319,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 3 2. FEB 1 3. MAR 19 4. APR 1 5. MAY 3 6. JUN 2 7. JUL 6 8. AUG 9. SEP 2 10. OCT 7 11. NOV 6 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18697 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q320,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3 3. MAR 1 4. APR 15 5. MAY 2 6. JUN 3 7. JUL 1 8. AUG 4 9. SEP 10. OCT 1 11. NOV 9 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18708 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q321,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 1 4. APR 5. MAY 13 6. JUN 1 7. JUL 4 8. AUG 1 9. SEP 3 10. OCT 1 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18722 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q322,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 12 7. JUL 1 8. AUG 3 9. SEP 2 10. OCT 2 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18726 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q323,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 10 8. AUG 2 9. SEP 3 10. OCT 2 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18728 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q324,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 10 9. SEP 2 10. OCT 3 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18730 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q325,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10 10. OCT 2 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q326,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 10 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q327,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 9 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18738 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q328,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W776_Year * ... 218 2010. Actual Value 18529 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q329,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 89 1. YES 120 5. NO 9 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18529 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q330,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[1] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 34 1. JAN 1 2. FEB 3 3. MAR 2 4. APR 4 5. MAY 9 6. JUN 8 7. JUL 2 8. AUG 9. SEP 2 10. OCT 7 11. NOV 7 12. DEC 10 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18658 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q331,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[2] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1 1. JAN 31 2. FEB 3. MAR 1 4. APR 2 5. MAY 3 6. JUN 7 7. JUL 6 8. AUG 3 9. SEP 1 10. OCT 11. NOV 8 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18684 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q332,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[3] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 3 1. JAN 1 2. FEB 24 3. MAR 4. APR 2 5. MAY 2 6. JUN 3 7. JUL 5 8. AUG 4 9. SEP 1 10. OCT 3 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18696 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q333,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[4] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 3 2. FEB 1 3. MAR 19 4. APR 5. MAY 2 6. JUN 1 7. JUL 3 8. AUG 1 9. SEP 2 10. OCT 4 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18707 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q334,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[5] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3 3. MAR 1 4. APR 18 5. MAY 6. JUN 2 7. JUL 1 8. AUG 3 9. SEP 1 10. OCT 2 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18712 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q335,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[6] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 1 4. APR 5. MAY 16 6. JUN 7. JUL 2 8. AUG 2 9. SEP 2 10. OCT 2 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18720 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q336,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[7] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 16 7. JUL 8. AUG 2 9. SEP 2 10. OCT 2 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18723 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q337,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[8] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 14 8. AUG 9. SEP 2 10. OCT 3 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18727 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q338,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[9] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 14 9. SEP 10. OCT 2 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18728 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q339,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[10] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 14 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q340,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[11] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 14 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18733 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q341,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths[12] Which months in [Eligible Year] were those (when you did not work for this [business/employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 14 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18733 Blank. INAP (Inapplicable); Partial Interview
