column_id,column_description
HRS2018Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 17146 010003-959738. Household Identification Number
HRS2018Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 9738 010. Person Identifier 654 011. Person Identifier 32 012. Person Identifier 1 013. Person Identifier 5480 020. Person Identifier 180 021. Person Identifier 21 022. Person Identifier 1 023. Person Identifier 353 030. Person Identifier 44 031. Person Identifier 3 032. Person Identifier 1 033. Person Identifier 586 040. Person Identifier 47 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier
HRS2018Q3,2018 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15501 0. Original sample household - no split from divorce or separation of spouses or partners 849 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 596 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 68 5. Split household - one half of couple from Q3 1 or 2 9 6. Split household - one half of couple from Q3 1 or 2 122 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q4,2016 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15713 0. Original sample household - no split from divorce or separation of spouses or partners 726 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 546 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 54 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 99 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q5,2018 SPOUSE/PARTNER PERSON NUMBER ... 4657 010. Person Identifier 504 011. Person Identifier 28 012. Person Identifier 1 013. Person Identifier 4290 020. Person Identifier 141 021. Person Identifier 18 022. Person Identifier 1 023. Person Identifier 193 030. Person Identifier 27 031. Person Identifier 1 032. Person Identifier 1 033. Person Identifier 362 040. Person Identifier 40 041. Person Identifier 2 042. Person Identifier 2 043. Person Identifier 7 810. Spouse of Original R\, Never Entered Sample 45 811. Spouse of Non-Original Respondent 3 812. Spouse of Non-Original Respondent 6 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 4 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 3 841. Spouse of Non-Original Respondent 6808 Blank. Single Respondent Household
HRS2018Q6,2018 WHETHER COVERSHEET RESPONDENT ... 12465 1. Yes 85 3. 2nd Coverscreen R\, answers not retained 4596 5. No
HRS2018Q7,2018 WHETHER FAMILY RESPONDENT ... 12017 1. Family R 41 3. 2nd Family R\, answers not retained 5088 5. Non-Family R
HRS2018Q8,2018 WHETHER FINANCIAL RESPONDENT ... 12181 1. Financial R 38 3. 2nd Financial R\, answers not retained 4927 5. Non-Financial R
HRS2018Q9,Ref: SecJ.Q9_3Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q10,Ref: SecJ.Q10_4Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q297,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q297_ Would you like to do so if your earnings were increased in the same proportion? ... 7 -8. Web non-response 1127 1. YES 2253 5. NO 9 8. DK (Don't Know); NA (Not Ascertained) 12 9. RF (Refused) 13738 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q298,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q298_HrsLikeToWrk (If you could increase the number of paid hours)\, how many hours would you like to work each week? ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1039 0 100 47.12 11.78 16018 ----------------------------------------------------------------- 1 -8. Web non-response 80 998. DK (Don't Know); NA (Not Ascertained) 8 999. RF (Refused)
HRS2018Q299,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q299_ About how many employees work or this company or organization at the location where you work? INSTR: Do not probe DK/RF Number: WEB-ADMINISTERED TEXT: About how many employees work for this company or organization at the location where you work? ... ----------------------------------------------------------------- N Min Max Mean SD Miss 2235 0 300000 420.27 7035.21 14666 ----------------------------------------------------------------- 18 -8. Web non-response 217 999998. DK (Don't Know); NA (Not Ascertained) 10 999999. RF (Refused)
HRS2018Q300,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q300_ Is it fewer than 5\, 5 to 14\, 15 to 24\, 25 to 49\, 50 to 99\, 100 to 499\, or 500 or more? ... 6 -8. Web non-response 7 1. FEWER THAN 5 13 2. 5 TO 14 15 3. 15 TO 24 23 4. 25 TO 49 32 5. 50 TO 99 39 6. 100 TO 499 40 7. 500 OR MORE 58 8. DK (Don't Know); NA (Not Ascertained) 12 9. RF (Refused) 16901 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q301,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q301_ About how many employees work for this company or organization at all locations? INSTR: Do not probe DK/RF INSTR: ENTER '999999996' If only one location INSTR: If R asks\, employees working at home should be included Number: WEB-ADMINISTERED TEXT: About how many employees work for this company or organization at all locations? INSTR: Employees working at home should be included. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1350 0 200000000 181796.54 5453945.24 14666 ----------------------------------------------------------------- 15 -8. Web non-response 441 999999996. ONLY ONE LOCATION 656 999999998. DK (Don't Know); NA (Not Ascertained) 18 999999999. RF (Refused)
HRS2018Q302,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q302_ Is it fewer than 5\, 5 to 14\, 15 to 24\, 25 to 49\, 50 to 99\, 100 to 499\, or 500 or more? ... 7 -8. Web non-response 10 1. FEWER THAN 5 23 2. 5 TO 14 15 3. 15 TO 24 19 4. 25 TO 49 49 5. 50 TO 99 71 6. 100 TO 499 246 7. 500 OR MORE 162 8. DK (Don't Know); NA (Not Ascertained) 19 9. RF (Refused) 16525 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q303,Ref: SecJ.CURRENTJOB.CURRJOBELSEEMPD.Q303Q299BP_TQ342BP * ... 1225 0. Not working for Previous Wave Employer 1257 1. All Others 14664 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q304,Ref: SecJ.CURRENTPENSIONSAME.Q304_ [What was your starting pay\, before taxes and other deductions?/How much did you earn\, before taxes and other deductions\, when you started this business?] INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents Amount: Per: WEB-ADMINISTERED TEXT: [What was your starting pay\, before taxes and other deductions?/How much did you earn\, before taxes and other deductions\, when you started this business?] INSTR: If amount per hour\, enter both dollars and cents. ... 99 0-180000. Actual Value 2 999998. DK (Don't Know); NA (Not Ascertained) 11 999999. RF (Refused) 17034 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q305,Ref: SecJ.CURRENTPENSIONSAME.Q305_ [What was your starting pay\, before taxes and other deductions?/How much did you earn\, before taxes and other deductions\, when you started this business?] INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents Amount: Per: WEB-ADMINISTERED TEXT: [What was your starting pay\, before taxes and other deductions?/How much did you earn\, before taxes and other deductions\, when you started this business?] INSTR: If amount per hour\, enter both dollars and cents. ... 60 1. HOUR 3 2. WEEK 1 3. EVERY TWO WEEKS/BI-WEEKLY 4 4. MONTH 5. TWICE A MONTH 28 6. YEAR 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17050 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q306,Ref: SecJ.CURRENTPENSIONSAME.Q306Q307BP * ... 5333 0. ALL OTHERS 121 1. CURRENTLY MARGINALLY EMPLOYED 11692 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q307,Ref: SecJ.CURRENTPENSIONSAME.Q307_ Were there any months [[since [Month\, Year R Started Current Job]/since [Prev Wave IW Month][Prev Wave IW Year]/in the last two years]] when you did not work for this [business/employer]? ... 2 -8. Web non-response 258 1. YES 1763 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 4 9. RF (Refused) 15117 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q308,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W776_Year * ... 46 2019. Actual Value 17100 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q309,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 8 1. YES 37 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17101 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q310,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 9 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17137 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q311,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 5 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17141 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q312,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 4 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17142 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q313,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 2 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q314,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 1 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q315,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q316,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W776_Year * ... 257 2018. Actual Value 16889 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q317,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 107 1. YES 126 5. NO 1 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 16912 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q318,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 3 -8. Web non-response 47 1. JAN 11 2. FEB 7 3. MAR 13 4. APR 5 5. MAY 13 6. JUN 8 7. JUL 5 8. AUG 5 9. SEP 4 10. OCT 2 11. NOV 1 12. DEC 4 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 17016 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q319,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 2 1. JAN 38 2. FEB 10 3. MAR 7 4. APR 8 5. MAY 5 6. JUN 9 7. JUL 4 8. AUG 3 9. SEP 5 10. OCT 1 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17052 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q320,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 2 1. JAN 1 2. FEB 25 3. MAR 5 4. APR 2 5. MAY 2 6. JUN 4 7. JUL 5 8. AUG 4 9. SEP 2 10. OCT 2 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17090 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q321,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1 1. JAN 2 2. FEB 1 3. MAR 17 4. APR 3 5. MAY 1 6. JUN 7. JUL 3 8. AUG 3 9. SEP 4 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17110 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q322,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 1 2. FEB 2 3. MAR 4. APR 13 5. MAY 3 6. JUN 1 7. JUL 8. AUG 2 9. SEP 1 10. OCT 4 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17118 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q323,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 10 6. JUN 1 7. JUL 1 8. AUG 1 9. SEP 1 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17130 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q324,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 5 7. JUL 3 8. AUG 1 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17137 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q325,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 4 8. AUG 1 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17138 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q326,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 1 6. JUN 7. JUL 8. AUG 1 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17142 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q327,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17143 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q328,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q329,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q330,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W776_Year * ... 224 2017. Actual Value 16922 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q331,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 2 -8. Web non-response 125 1. YES 94 5. NO 3 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 16922 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q332,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 3 -8. Web non-response 32 1. JAN 5 2. FEB 3 3. MAR 6 4. APR 7 5. MAY 11 6. JUN 4 7. JUL 9 8. AUG 8 9. SEP 11 10. OCT 9 11. NOV 8 12. DEC 9 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17021 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q333,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 2 1. JAN 29 2. FEB 3 3. MAR 2 4. APR 2 5. MAY 9 6. JUN 12 7. JUL 6 8. AUG 5 9. SEP 7 10. OCT 10 11. NOV 6 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17053 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q334,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1 1. JAN 1 2. FEB 22 3. MAR 2 4. APR 5. MAY 4 6. JUN 9 7. JUL 9 8. AUG 4 9. SEP 4 10. OCT 4 11. NOV 12 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17074 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q335,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 1 3. MAR 18 4. APR 3 5. MAY 6. JUN 1 7. JUL 6 8. AUG 7 9. SEP 3 10. OCT 5 11. NOV 6 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17096 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q336,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 1 4. APR 16 5. MAY 1 6. JUN 1 7. JUL 1 8. AUG 6 9. SEP 5 10. OCT 2 11. NOV 5 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17108 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q337,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 1 5. MAY 14 6. JUN 1 7. JUL 1 8. AUG 9. SEP 4 10. OCT 4 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17119 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q338,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 13 7. JUL 8. AUG 1 9. SEP 1 10. OCT 3 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17125 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q339,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 11 8. AUG 1 9. SEP 1 10. OCT 1 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17128 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q340,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 11 9. SEP 1 10. OCT 1 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17132 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q341,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 11 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17133 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q342,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17135 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q343,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work for this [business/employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 11 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17135 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q344,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W776_Year * ... 181 2016. Actual Value 16965 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q345,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W777_ Were there any months in [Eligible Year] [when you did not work for this [business/employer]]? ... 3 -8. Web non-response 86 1. YES 88 5. NO 4 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 16965 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q346,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 28 1. JAN 1 2. FEB 4 3. MAR 2 4. APR 7 5. MAY 8 6. JUN 4 7. JUL 6 8. AUG 7 9. SEP 2 10. OCT 4 11. NOV 5 12. DEC 8 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17060 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q347,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 3 1. JAN 25 2. FEB 1 3. MAR 2 4. APR 2 5. MAY 6 6. JUN 8 7. JUL 2 8. AUG 4 9. SEP 4 10. OCT 4 11. NOV 5 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17080 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q348,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 1 2. FEB 18 3. MAR 1 4. APR 1 5. MAY 1 6. JUN 7 7. JUL 5 8. AUG 1 9. SEP 4 10. OCT 5 11. NOV 5 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17097 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q349,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 1 3. MAR 16 4. APR 1 5. MAY 6. JUN 1 7. JUL 5 8. AUG 2 9. SEP 1 10. OCT 4 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17111 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q350,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 1 4. APR 11 5. MAY 6. JUN 3 7. JUL 1 8. AUG 4 9. SEP 4 10. OCT 1 11. NOV 5 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17116 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q351,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 1 5. MAY 10 6. JUN 7. JUL 2 8. AUG 2 9. SEP 3 10. OCT 4 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17123 Blank. INAP (Inapplicable); Partial Interview
